,tp,tn,fp,fn,f1,mcc,ground_pairs,pred_pairs
344,32.0,3911.0,58.0,4.0,0.5079365079365079,0.5567407854431311,36,90
345,42.0,4948.0,58.0,2.0,0.5833333333333334,0.6290166425635141,44,100
346,30.0,3311.0,52.0,10.0,0.4918032786885247,0.516257181422134,40,82
347,22.0,3303.0,60.0,18.0,0.36065573770491804,0.37401868828342155,40,82
348,52.0,6317.0,62.0,10.0,0.5909090909090909,0.6138612852304837,62,114
349,10.0,2959.0,68.0,44.0,0.15151515151515152,0.13593175493268886,54,78
350,42.0,10581.0,104.0,4.0,0.4375,0.5094261538086949,46,146
351,40.0,4172.0,52.0,14.0,0.5479452054794521,0.5606001543190413,54,92
352,48.0,3565.0,36.0,6.0,0.6956521739130435,0.7076348591459343,54,84
353,40.0,5549.0,66.0,16.0,0.4938271604938272,0.5129194514384284,56,106
354,50.0,4846.0,48.0,6.0,0.6493506493506493,0.6704053489850088,56,98
355,36.0,7140.0,84.0,0.0,0.4615384615384615,0.5445288127427022,36,120
356,28.0,3909.0,62.0,6.0,0.45161290322580644,0.500113513017345,34,90
357,32.0,4092.0,60.0,2.0,0.5079365079365079,0.5673505235458769,34,92
358,2.0,1924.0,62.0,28.0,0.0425531914893617,0.02448013287447555,30,64
359,4.0,2252.0,64.0,26.0,0.0816326530612245,0.07078992416464108,30,68
360,28.0,2343.0,42.0,2.0,0.5599999999999999,0.6045728306159719,30,70
361,24.0,2206.0,42.0,6.0,0.5000000000000001,0.5310328324358051,30,66
362,40.0,4828.0,60.0,22.0,0.49382716049382713,0.5002836274557992,62,100
363,62.0,5145.0,40.0,6.0,0.7294117647058823,0.7405859965806848,68,102
364,38.0,3484.0,46.0,2.0,0.6129032258064516,0.6506376061335305,40,84
365,48.0,2210.0,20.0,0.0,0.8275862068965517,0.8363919951235345,48,68
366,52.0,4184.0,40.0,2.0,0.7123287671232876,0.7338088398727651,54,92
367,0.0,3865.0,90.0,50.0,0.0,-0.01704775242650861,50,90
368,28.0,3714.0,58.0,28.0,0.3943661971830986,0.3926297881242676,56,86
369,46.0,5354.0,58.0,2.0,0.6052631578947368,0.6471353601270285,48,104
370,56.0,3488.0,26.0,0.0,0.8115942028985507,0.8233309604115284,56,82
371,56.0,4448.0,40.0,16.0,0.6666666666666666,0.6676442656235128,72,96
372,48.0,2478.0,24.0,6.0,0.761904761904762,0.7642472137724319,54,72
373,44.0,4180.0,48.0,6.0,0.619718309859155,0.6435797150437951,50,92
374,28.0,6208.0,82.0,10.0,0.37837837837837834,0.4278754038353324,38,110
375,10.0,5097.0,92.0,54.0,0.12048192771084337,0.11012832414291142,64,102
376,20.0,1928.0,42.0,26.0,0.37037037037037035,0.3575941111193403,46,62
377,50.0,3732.0,34.0,12.0,0.684931506849315,0.6870960491461443,62,84
378,54.0,2345.0,14.0,2.0,0.8709677419354839,0.87190984495673,56,68
379,22.0,3120.0,58.0,40.0,0.3098591549295775,0.2971551021926083,62,80
380,36.0,3239.0,44.0,2.0,0.6101694915254237,0.6478490379429169,38,80
381,32.0,3233.0,50.0,6.0,0.5333333333333333,0.5667021412796679,38,82
382,46.0,4001.0,44.0,4.0,0.6571428571428571,0.6809952708825948,50,90
383,58.0,6433.0,56.0,8.0,0.6444444444444445,0.6645533350120132,66,114
384,54.0,3903.0,34.0,14.0,0.6923076923076923,0.6922374238073888,68,88
385,54.0,4182.0,38.0,4.0,0.7200000000000001,0.7350580322027644,58,92
386,56.0,4365.0,38.0,6.0,0.7179487179487178,0.7291929863774608,62,94
387,6.0,4498.0,90.0,62.0,0.07317073170731707,0.057928448545351494,68,96
388,36.0,5047.0,66.0,2.0,0.5142857142857143,0.5739680369871575,38,102
389,46.0,4444.0,50.0,20.0,0.5679012345679013,0.5705792560934128,66,96
390,62.0,4001.0,28.0,4.0,0.7948717948717948,0.8008865426260275,66,90
391,24.0,4836.0,76.0,14.0,0.34782608695652173,0.3822134746162941,38,100
392,12.0,4727.0,86.0,26.0,0.1764705882352941,0.18668275143419086,38,98
393,60.0,7261.0,60.0,0.0,0.6666666666666666,0.704203237107812,60,120
394,52.0,4277.0,42.0,0.0,0.7123287671232876,0.7401432250024436,52,94
395,0.0,3676.0,88.0,64.0,0.0,-0.02000187526371308,64,88
396,10.0,4327.0,82.0,46.0,0.13513513513513511,0.12532202109160787,56,92
397,54.0,3400.0,30.0,2.0,0.7714285714285715,0.7833987173999897,56,84
398,20.0,5133.0,82.0,18.0,0.2857142857142857,0.3135790415797606,38,102
399,0.0,5489.0,106.0,76.0,0.0,-0.016085223474679885,76,106
400,28.0,5242.0,76.0,10.0,0.39436619718309857,0.43949653347382733,38,104
401,0.0,8741.0,132.0,38.0,0.0,-0.008024555750236235,38,132
402,0.0,11286.0,152.0,38.0,0.0,-0.006677880080180395,38,152
403,62.0,4454.0,34.0,10.0,0.738095238095238,0.7411676874560866,72,96
404,54.0,4261.0,40.0,16.0,0.6585365853658536,0.6595205614351075,70,94
405,60.0,4846.0,38.0,6.0,0.7317073170731708,0.7420971170384636,66,98
406,44.0,4172.0,48.0,14.0,0.5866666666666667,0.5957176388174055,58,92
407,44.0,6421.0,70.0,20.0,0.49438202247191015,0.5090061817830547,64,114
408,50.0,6427.0,64.0,14.0,0.5617977528089887,0.5802175089181536,64,114
409,0.0,3259.0,82.0,62.0,0.0,-0.02140573257025929,62,82
410,52.0,2770.0,24.0,4.0,0.7878787878787878,0.792549375402693,56,76
411,48.0,4355.0,46.0,16.0,0.6075949367088608,0.6123188205441568,64,94
412,38.0,2993.0,38.0,12.0,0.6031746031746031,0.6088896164567205,50,76
413,64.0,6431.0,50.0,10.0,0.6808510638297872,0.692731007902665,74,114
414,50.0,2482.0,22.0,2.0,0.8064516129032258,0.8129370100156796,52,72
415,34.0,2983.0,44.0,20.0,0.5151515151515151,0.5138300061825101,54,78
416,42.0,4633.0,56.0,22.0,0.5185185185185185,0.522576862487782,64,98
417,2.0,4311.0,90.0,62.0,0.02564102564102564,0.009036700442559619,64,92
418,32.0,1651.0,26.0,2.0,0.6956521739130435,0.7138598764691948,34,58
419,66.0,4655.0,30.0,2.0,0.8048780487804877,0.8139182907659146,68,96
420,46.0,8373.0,84.0,12.0,0.48936170212765956,0.5253581401629248,58,130
421,48.0,6208.0,62.0,10.0,0.5714285714285714,0.5962369977635512,58,110
422,54.0,2413.0,16.0,2.0,0.8571428571428572,0.8590709921990872,56,70
423,0.0,3521.0,84.0,50.0,0.0,-0.01806246778715791,50,84
424,44.0,5350.0,60.0,6.0,0.5714285714285714,0.6055098187381167,50,104
425,56.0,3651.0,30.0,4.0,0.767123287671233,0.7755207767626637,60,86
426,64.0,4454.0,32.0,10.0,0.7529411764705882,0.7549169485223379,74,96
427,58.0,5985.0,52.0,10.0,0.6516853932584269,0.6661700564212584,68,110
428,54.0,5045.0,48.0,4.0,0.6749999999999999,0.6979834730364377,58,102
429,4.0,3267.0,78.0,54.0,0.05714285714285715,0.038528684949528234,58,82
430,56.0,3828.0,32.0,0.0,0.7777777777777778,0.7944105254221865,56,88
431,64.0,3569.0,22.0,0.0,0.8533333333333333,0.8600156073525659,64,86
432,72.0,12871.0,90.0,8.0,0.5950413223140495,0.6295705536984572,80,162
433,148.0,17753.0,42.0,12.0,0.8457142857142858,0.8473869268869221,160,190
434,64.0,4275.0,30.0,2.0,0.7999999999999999,0.8093357882181044,66,94
435,50.0,4820.0,50.0,30.0,0.5555555555555556,0.5509664756052215,80,100
436,58.0,4001.0,32.0,4.0,0.763157894736842,0.7725461940361974,62,90
437,78.0,9176.0,58.0,4.0,0.7155963302752294,0.7358928004867586,82,136
438,58.0,5049.0,42.0,2.0,0.725,0.7453202373770795,60,100
439,56.0,4844.0,42.0,8.0,0.691358024691358,0.7026090489136477,64,98
440,44.0,3152.0,36.0,8.0,0.6666666666666667,0.676062313328453,52,80
441,2.0,8038.0,126.0,90.0,0.01818181818181818,0.005357589684347311,92,128
442,86.0,13356.0,78.0,10.0,0.6615384615384615,0.6826827050227225,96,164
443,60.0,3158.0,20.0,2.0,0.8450704225352113,0.8488097490857617,62,80
444,60.0,4848.0,40.0,2.0,0.7407407407407407,0.7585113600841836,62,100
445,52.0,4950.0,48.0,0.0,0.6842105263157895,0.7176391867790948,52,100
446,28.0,1272.0,24.0,2.0,0.6829268292682926,0.7008255578851516,30,52
447,30.0,1276.0,20.0,0.0,0.7499999999999999,0.7685966046898338,30,50
448,48.0,2697.0,26.0,4.0,0.7619047619047619,0.7688993673783019,52,74
449,0.0,3273.0,80.0,50.0,0.0,-0.018947331271723194,50,80
450,42.0,4826.0,58.0,24.0,0.5060240963855421,0.5091117380026523,66,100
451,44.0,3390.0,38.0,14.0,0.6285714285714286,0.6309058123907318,58,82
452,18.0,4703.0,80.0,50.0,0.21686746987951805,0.20721649292145972,68,98
453,30.0,4241.0,62.0,38.0,0.375,0.3679313865352769,68,92
454,76.0,4558.0,18.0,4.0,0.8735632183908046,0.8741139840219095,80,94
455,64.0,4367.0,30.0,4.0,0.7901234567901235,0.7970574757782408,68,94
456,90.0,10152.0,52.0,2.0,0.7692307692307693,0.7852406820355626,92,142
457,48.0,4351.0,46.0,20.0,0.5925925925925926,0.5932338951620015,68,94
458,50.0,4731.0,48.0,22.0,0.588235294117647,0.5882313112074923,72,98
459,44.0,5433.0,60.0,28.0,0.5,0.5008476995523196,72,104
460,60.0,4466.0,34.0,0.0,0.7792207792207793,0.7959115386178067,60,94
461,44.0,3150.0,36.0,10.0,0.6567164179104479,0.6628655132780807,54,80
462,14.0,3362.0,70.0,40.0,0.20289855072463767,0.1923590325223744,54,84
463,14.0,2397.0,54.0,20.0,0.2745098039215686,0.27751430960336065,34,68
464,0.0,2111.0,66.0,34.0,0.0,-0.02192141397164508,34,66
465,66.0,3317.0,16.0,4.0,0.868421052631579,0.8682691794442413,70,82
466,0.0,4130.0,92.0,56.0,0.0,-0.017073761112149238,56,92
467,50.0,3567.0,34.0,4.0,0.7246376811594204,0.7379022070158308,54,84
468,2.0,13942.0,166.0,86.0,0.015625,0.00795550438700856,88,168
469,24.0,3720.0,64.0,20.0,0.3636363636363636,0.3759270986243462,44,88
470,24.0,6084.0,88.0,20.0,0.30769230769230765,0.3347945001167888,44,112
471,30.0,3643.0,56.0,12.0,0.46875,0.4915209967004884,42,86
472,18.0,3545.0,68.0,24.0,0.28125000000000006,0.2881082025302145,42,86
473,26.0,3307.0,56.0,14.0,0.42622950819672134,0.44513793485277775,40,82
474,20.0,3804.0,68.0,24.0,0.30303030303030304,0.3107647292753464,44,88
475,16.0,2677.0,58.0,24.0,0.2807017543859649,0.28024181289043737,40,74
476,62.0,50345.0,256.0,58.0,0.2831050228310502,0.31489466548656775,120,318
477,26.0,3307.0,56.0,14.0,0.42622950819672134,0.44513793485277775,40,82
478,24.0,3468.0,60.0,18.0,0.38095238095238093,0.3943899803815193,42,84
479,16.0,57919.0,326.0,50.0,0.0784313725490196,0.10428501484478224,66,342
480,56.0,10997.0,94.0,28.0,0.4786324786324786,0.4940173729735788,84,150
481,46.0,6879.0,72.0,24.0,0.4893617021276596,0.49988766264563755,70,118
482,34.0,6982.0,86.0,38.0,0.3541666666666667,0.35757308194336507,72,120
483,72.0,61726.0,280.0,50.0,0.3037974683544304,0.34542390829895425,122,352
484,34.0,6749.0,84.0,36.0,0.3617021276595745,0.36592014724574173,70,118
485,0.0,8231.0,128.0,26.0,0.0,-0.006943898337364578,26,128
486,0.0,4534.0,96.0,26.0,0.0,-0.010872999640286676,26,96
487,16.0,2917.0,60.0,10.0,0.3137254901960784,0.351109691191215,26,76
488,16.0,2546.0,56.0,10.0,0.326530612244898,0.360064000413519,26,72
489,68.0,4846.0,30.0,6.0,0.7906976744186046,0.7951222164284653,74,98
490,60.0,4846.0,36.0,8.0,0.7317073170731708,0.7385253864887067,68,96
491,32.0,4920.0,66.0,32.0,0.39506172839506176,0.39471194583962743,64,98
492,36.0,2848.0,40.0,2.0,0.631578947368421,0.6644829863221703,38,76
493,16.0,942.0,28.0,4.0,0.5000000000000001,0.5264520511569367,20,44
494,16.0,1320.0,34.0,8.0,0.43243243243243246,0.44881297701338496,24,50
495,0.0,1104.0,48.0,24.0,0.0,-0.029774566708770683,24,48
496,44.0,30073.0,200.0,64.0,0.25,0.2672534566304786,108,244
497,12.0,53218.0,316.0,82.0,0.05687203791469194,0.06532379619021493,94,328
498,44.0,4448.0,50.0,18.0,0.5641025641025641,0.5693598632453644,62,94
499,66.0,8114.0,60.0,16.0,0.6346153846153846,0.6451265563172408,82,126
500,70.0,9718.0,68.0,14.0,0.6306306306306306,0.6465228624756829,84,138
501,12.0,2254.0,56.0,24.0,0.23076923076923078,0.22647076963256146,36,68
502,22.0,1700.0,38.0,10.0,0.47826086956521735,0.4900753500710883,32,60
503,22.0,6775.0,96.0,10.0,0.29333333333333333,0.35295947114836757,32,118
504,24.0,1480.0,30.0,6.0,0.5714285714285714,0.5861532259917506,30,54
505,72.0,83703.0,338.0,142.0,0.23076923076923075,0.2404462151978484,214,410
506,116.0,68532.0,256.0,102.0,0.3932203389830508,0.40494573581706006,218,372
507,10.0,2484.0,62.0,0.0,0.24390243902439027,0.3681123159317177,10,72
508,0.0,2695.0,74.0,6.0,0.0,-0.007704912571432489,6,74
509,10.0,2850.0,66.0,0.0,0.23255813953488372,0.35860956909327935,10,76
510,0.0,3822.0,88.0,6.0,0.0,-0.00593940059327161,6,88
511,108.0,88713.0,314.0,118.0,0.3333333333333333,0.34751588125423793,226,422
512,16.0,3484.0,68.0,2.0,0.3137254901960784,0.40640702835555537,18,84
513,0.0,3144.0,80.0,16.0,0.0,-0.011208924062603138,16,80
514,12.0,3655.0,74.0,0.0,0.24489795918367346,0.36981872448306125,12,86
515,0.0,4848.0,98.0,4.0,0.0,-0.0040416209623409275,4,98
516,0.0,5244.0,104.0,8.0,0.0,-0.005442564757666268,8,104
517,4.0,4649.0,94.0,6.0,0.07407407407407406,0.1225870109892107,10,98
518,6.0,5778.0,102.0,0.0,0.10526315789473684,0.2336489604828018,6,108
519,0.0,5774.0,108.0,4.0,0.0,-0.003565254974951155,4,108
520,118.0,102269.0,336.0,108.0,0.3470588235294118,0.3664801926476287,226,454
521,0.0,5772.0,108.0,6.0,0.0,-0.004367270289398165,6,108
522,24.0,6998.0,96.0,22.0,0.2891566265060241,0.316304668612305,46,120
523,96.0,63419.0,262.0,126.0,0.33103448275862074,0.3376491984040839,222,358
524,28.0,8883.0,106.0,28.0,0.2947368421052632,0.3169850682049205,56,134
525,38.0,8237.0,92.0,18.0,0.4086021505376344,0.44007653305258254,56,130
526,28.0,8227.0,102.0,28.0,0.3010752688172043,0.32155905337871377,56,130
527,42.0,7861.0,84.0,14.0,0.46153846153846156,0.495137590453579,56,126
528,2.0,6668.0,114.0,2.0,0.03333333333333333,0.09047646683242494,4,116
529,24.0,7843.0,102.0,32.0,0.2637362637362637,0.27838452040821676,56,126
530,46.0,9030.0,88.0,16.0,0.4693877551020407,0.5000859325467375,62,134
531,20.0,12672.0,140.0,48.0,0.17543859649122806,0.18528398725702647,68,160
532,42.0,17169.0,144.0,36.0,0.3181818181818182,0.3443844859624667,78,186
533,6.0,16201.0,176.0,88.0,0.04347826086956521,0.038251962560366656,94,182
534,78.0,19104.0,118.0,6.0,0.5571428571428573,0.6056409153629154,84,196
535,86.0,75731.0,304.0,124.0,0.2866666666666667,0.29792732866174393,210,390
536,76.0,22547.0,136.0,32.0,0.47500000000000003,0.4991321673766988,108,212
537,80.0,20478.0,122.0,26.0,0.5194805194805194,0.5436936927498833,106,202
538,102.0,29863.0,144.0,26.0,0.5454545454545454,0.5724795109156094,128,246
539,140.0,61362.0,210.0,64.0,0.5054151624548736,0.5219521709800323,204,350
540,0.0,1413.0,54.0,18.0,0.0,-0.02151781942580995,18,54
541,20.0,1762.0,40.0,8.0,0.4545454545454545,0.47704084724959733,28,60
542,10.0,1639.0,48.0,14.0,0.2439024390243903,0.25228050909704497,24,58
543,6.0,2145.0,60.0,0.0,0.16666666666666669,0.2973808570665904,6,66
544,14.0,4279.0,78.0,0.0,0.2641509433962264,0.38658719742748426,14,92
545,12.0,4655.0,86.0,0.0,0.2181818181818182,0.3467388066573818,12,98
546,14.0,34861.0,250.0,120.0,0.07035175879396985,0.06949036738653923,134,264
547,18.0,2278.0,50.0,0.0,0.4186046511627907,0.5089406827486883,18,68
548,14.0,2850.0,62.0,0.0,0.3111111111111111,0.4246038878042234,14,76
549,14.0,630.0,22.0,0.0,0.56,0.6129982635910515,14,36
550,10.0,626.0,24.0,6.0,0.4,0.40912197709434883,16,34
551,12.0,632.0,22.0,0.0,0.5217391304347826,0.584010734068087,12,34
552,8.0,594.0,24.0,4.0,0.36363636363636365,0.39084317258592965,12,32
553,8.0,557.0,24.0,6.0,0.34782608695652173,0.3562029251307261,14,32
554,6.0,620.0,28.0,12.0,0.23076923076923078,0.2137512195296621,18,34
555,64.0,42765.0,228.0,14.0,0.34594594594594597,0.4223852452278293,78,292
556,24.0,2693.0,48.0,10.0,0.45283018867924524,0.4763508594364414,34,72
557,20.0,3225.0,62.0,14.0,0.3448275862068965,0.3693378892478391,34,82
558,32.0,2850.0,42.0,2.0,0.5925925925925927,0.6325071258263215,34,74
559,128.0,73058.0,256.0,94.0,0.42244224422442245,0.43622452656624827,222,384
560,38.0,12817.0,124.0,62.0,0.2900763358778626,0.2917275752007204,100,162
561,18.0,2762.0,58.0,12.0,0.339622641509434,0.3670524277243493,30,76
562,180.0,100529.0,270.0,46.0,0.5325443786982249,0.5631603498278354,226,450
563,48.0,5768.0,60.0,10.0,0.5783132530120482,0.6015197354331652,58,108
564,28.0,3722.0,60.0,18.0,0.41791044776119407,0.4310160758224516,46,88
565,10.0,3621.0,74.0,36.0,0.15384615384615383,0.1468089329966404,46,84
566,28.0,3897.0,62.0,18.0,0.411764705882353,0.42634870761796406,46,90
567,8.0,1585.0,50.0,10.0,0.21052631578947367,0.2334306163616724,18,58
568,10.0,2010.0,52.0,8.0,0.25,0.2888526442966133,18,62
569,112.0,69271.0,260.0,108.0,0.3783783783783784,0.3890529470549414,220,372
570,50.0,6198.0,62.0,18.0,0.5555555555555557,0.5672162333696387,68,112
571,34.0,6182.0,78.0,34.0,0.3777777777777777,0.3812302069038594,68,112
572,0.0,16630.0,184.0,22.0,0.0,-0.0038023450866797397,22,184
573,0.0,14512.0,172.0,22.0,0.0,-0.0042107629989211635,22,172
574,104.0,57544.0,236.0,86.0,0.39245283018867927,0.40665740613179735,190,340
575,142.0,72691.0,240.0,80.0,0.47019867549668876,0.4856428370865574,222,382
576,2.0,15031.0,172.0,20.0,0.020408163265306124,0.02844509502447775,22,174
577,0.0,17183.0,186.0,22.0,0.0,-0.003700437440688864,22,186
578,0.0,17183.0,186.0,22.0,0.0,-0.003700437440688864,22,186
579,0.0,15553.0,178.0,22.0,0.0,-0.003997874422753452,22,178
580,0.0,3999.0,90.0,6.0,0.0,-0.005742315687351706,6,90
581,6.0,3915.0,84.0,0.0,0.125,0.2554727315764733,6,90
582,6.0,3742.0,80.0,0.0,0.13043478260869565,0.2613562858900046,6,86
583,148.0,65642.0,216.0,60.0,0.5174825174825175,0.5360284662699106,208,364
584,6.0,4188.0,84.0,0.0,0.125,0.2556478148614724,6,90
585,56.0,10146.0,88.0,6.0,0.5436893203883495,0.5893910142393803,62,144
586,34.0,10848.0,114.0,30.0,0.3207547169811321,0.34382902405998805,64,148
587,0.0,3535.0,84.0,36.0,0.0,-0.015296838331628242,36,84
588,62.0,24497.0,160.0,34.0,0.389937106918239,0.42150858152467124,96,222
589,106.0,87888.0,314.0,102.0,0.3375796178343949,0.3565558954243701,208,420
590,94.0,14343.0,76.0,22.0,0.6573426573426574,0.6662774168037603,116,170
591,16.0,19628.0,182.0,74.0,0.11111111111111113,0.11397479903993663,90,198
592,62.0,32055.0,192.0,76.0,0.3163265306122449,0.3273586645885234,138,254
593,42.0,10997.0,106.0,30.0,0.38181818181818183,0.4015846426530395,72,148
594,58.0,7136.0,62.0,4.0,0.6373626373626374,0.6689305562216858,62,120
595,14.0,16977.0,172.0,42.0,0.11570247933884298,0.13217439940522,56,186
596,18.0,17167.0,168.0,38.0,0.1487603305785124,0.1716962263521501,56,186
597,38.0,17745.0,152.0,20.0,0.30645161290322587,0.35861934761624215,58,190
598,150.0,68930.0,222.0,76.0,0.5016722408026755,0.51536958865848,226,372
599,158.0,64198.0,200.0,64.0,0.5448275862068964,0.5585973687571362,222,358
600,10.0,13027.0,152.0,14.0,0.10752688172043011,0.15675871452783907,24,162
601,38.0,1954.0,24.0,0.0,0.76,0.7781173330785748,38,62
602,58.0,5887.0,50.0,0.0,0.6987951807228916,0.7297357323139927,58,108
603,134.0,80910.0,270.0,92.0,0.4253968253968254,0.4414622251313748,226,404
604,28.0,2274.0,40.0,4.0,0.56,0.5930179050283009,32,68
605,36.0,2079.0,30.0,0.0,0.7058823529411764,0.7332772942940271,36,66
606,12.0,2323.0,58.0,22.0,0.23076923076923078,0.23075017383617435,34,70
607,30.0,2212.0,34.0,2.0,0.625,0.6569048393764509,32,64
608,4.0,1863.0,58.0,28.0,0.0851063829787234,0.06864979778810745,32,62
609,22.0,2081.0,42.0,0.0,0.5116279069767442,0.5804734979870183,22,64
610,20.0,1760.0,40.0,10.0,0.4444444444444444,0.4595365989234774,30,60
611,30.0,1829.0,32.0,0.0,0.6521739130434783,0.6896018990337788,30,62
612,132.0,37904.0,142.0,48.0,0.5814977973568283,0.5920843273943198,180,274
613,62.0,12548.0,96.0,14.0,0.5299145299145298,0.5623520767539499,76,158
614,0.0,3074.0,78.0,8.0,0.0,-0.008014618845129733,8,78
615,0.0,2768.0,74.0,8.0,0.0,-0.008662416985635395,8,74
616,0.0,3909.0,90.0,6.0,0.0,-0.005872936358079847,6,90
617,124.0,73056.0,260.0,96.0,0.41059602649006627,0.42441417551811966,220,384
618,8.0,5053.0,90.0,0.0,0.15094339622641506,0.2832033215096364,8,98
619,0.0,2341.0,68.0,6.0,0.0,-0.00849483869700498,6,68
620,28.0,9979.0,114.0,32.0,0.2772277227722772,0.2972137554327973,60,142
621,4.0,2415.0,66.0,0.0,0.1081081081081081,0.2358447217324245,4,70
622,4.0,2556.0,68.0,0.0,0.10526315789473684,0.23262814459677184,4,72
623,6.0,11326.0,144.0,0.0,0.07692307692307693,0.1987405856916151,6,150
624,6.0,12092.0,148.0,0.0,0.07500000000000001,0.1961885354222257,6,154
625,104.0,68147.0,266.0,118.0,0.3513513513513513,0.36025225085078433,222,370
626,0.0,2010.0,64.0,6.0,0.0,-0.009583319607234351,6,64
627,56.0,8237.0,74.0,18.0,0.5490196078431373,0.5661460282530901,74,130
628,20.0,8741.0,114.0,36.0,0.21052631578947364,0.2235426946479058,56,134
629,34.0,2842.0,42.0,8.0,0.576271186440678,0.5944819978257903,42,76
630,12.0,10236.0,132.0,60.0,0.1111111111111111,0.10922853981464997,72,144
631,8.0,8837.0,126.0,74.0,0.07407407407407407,0.0655120260729114,82,134
632,148.0,89598.0,276.0,78.0,0.4553846153846154,0.4763894084517168,226,424
633,0.0,5537.0,106.0,28.0,0.0,-0.009721747539106824,28,106
634,24.0,7371.0,98.0,10.0,0.30769230769230765,0.3678890697471552,34,122
635,18.0,1694.0,42.0,16.0,0.3829787234042553,0.383194828914337,34,60
636,22.0,991.0,20.0,2.0,0.6666666666666667,0.6840980269747545,24,42
637,20.0,989.0,22.0,4.0,0.6060606060606061,0.6190266679159483,24,42
638,24.0,993.0,18.0,0.0,0.7272727272727273,0.7491693860335608,24,42
639,36.0,1651.0,20.0,4.0,0.75,0.7541424594925056,40,56
640,6.0,8452.0,126.0,62.0,0.060000000000000005,0.052985376706554774,68,132
641,22.0,2200.0,44.0,12.0,0.44,0.4535928059333998,34,66
642,84.0,51585.0,238.0,96.0,0.33466135458167334,0.34595194334319385,180,322
643,10.0,2057.0,54.0,24.0,0.20408163265306123,0.19713432600747627,34,64
644,16.0,1829.0,46.0,0.0,0.41025641025641024,0.5017303392593808,16,62
645,16.0,1891.0,46.0,0.0,0.41025641025641024,0.5019322498899704,16,62
646,16.0,1540.0,40.0,0.0,0.4444444444444445,0.5277130021690084,16,56
647,16.0,1710.0,44.0,0.0,0.4210526315789474,0.5098795887098211,16,60
648,2.0,6407.0,110.0,36.0,0.02666666666666667,0.020944537845902673,38,112
649,12.0,7108.0,108.0,32.0,0.14634146341463417,0.1569102416648825,44,120
650,38.0,3162.0,40.0,0.0,0.6551724137931034,0.6936090738320592,38,78
651,54.0,3915.0,36.0,0.0,0.7499999999999999,0.7710596796699697,54,90
652,54.0,3740.0,34.0,0.0,0.7605633802816901,0.7798128673650545,54,88
653,52.0,4184.0,40.0,2.0,0.7123287671232876,0.7338088398727651,54,92
654,54.0,4007.0,34.0,0.0,0.7605633802816901,0.780047033951903,54,88
655,48.0,3480.0,36.0,6.0,0.6956521739130435,0.7075121179988338,54,84
656,42.0,3730.0,44.0,12.0,0.6000000000000001,0.6096674066565564,54,86
657,128.0,70042.0,248.0,82.0,0.43686006825938567,0.4534178412873964,210,376
658,116.0,58572.0,226.0,82.0,0.4296296296296296,0.4433902285523055,198,342
659,52.0,3826.0,36.0,2.0,0.732394366197183,0.7503446598401696,54,88
660,54.0,3742.0,32.0,0.0,0.7714285714285715,0.7890392330097421,54,86
661,18.0,3213.0,62.0,28.0,0.2857142857142857,0.2838430736988244,46,80
662,42.0,3078.0,38.0,2.0,0.6774193548387099,0.7029381258770843,44,80
663,38.0,2552.0,34.0,4.0,0.6666666666666666,0.684966295888893,42,72
664,26.0,2006.0,38.0,10.0,0.52,0.5313755268883458,36,64
665,36.0,3398.0,46.0,6.0,0.5806451612903225,0.6074170550534217,42,82
666,76.0,15009.0,98.0,42.0,0.5205479452054794,0.5260269610109184,118,174
667,58.0,13156.0,104.0,48.0,0.43283582089552236,0.43718608422182437,106,162
668,46.0,15691.0,130.0,64.0,0.32167832167832167,0.3247838579402168,110,176
669,16.0,17340.0,172.0,50.0,0.12598425196850394,0.13830100277428722,66,188
670,24.0,2206.0,44.0,4.0,0.5,0.5423126888641391,28,68
671,26.0,2276.0,42.0,2.0,0.5416666666666667,0.5893341956848568,28,68
672,128.0,60663.0,222.0,62.0,0.47407407407407404,0.49432616704785404,190,350
673,26.0,2014.0,38.0,2.0,0.5652173913043478,0.6072941333827333,28,64
674,12.0,4166.0,80.0,20.0,0.19354838709677416,0.2115509898540431,32,92
675,12.0,1992.0,52.0,24.0,0.24000000000000005,0.23251784489304625,36,64
676,26.0,1534.0,30.0,6.0,0.5909090909090908,0.6043472145089481,32,56
677,18.0,1314.0,34.0,12.0,0.43902439024390244,0.4401815744297418,30,52
678,14.0,3551.0,72.0,18.0,0.23728813559322032,0.25667004711122404,32,86
679,30.0,1885.0,32.0,6.0,0.6122448979591837,0.6265441173438779,36,62
680,26.0,1760.0,34.0,10.0,0.5416666666666666,0.5484315133519885,36,60
681,34.0,1889.0,28.0,2.0,0.6938775510204082,0.7133918167776827,36,62
682,30.0,7132.0,90.0,8.0,0.379746835443038,0.43975258857903454,38,120
683,6.0,10124.0,138.0,28.0,0.06741573033707865,0.07964290147496295,34,144
684,36.0,4462.0,60.0,2.0,0.537313432835821,0.5914972357078302,38,96
685,42.0,2850.0,34.0,0.0,0.711864406779661,0.7389969586232199,42,76
686,36.0,2695.0,38.0,6.0,0.6206896551724138,0.6390235311109883,42,74
687,0.0,655.0,38.0,10.0,0.0,-0.028715366150263204,10,38
688,10.0,703.0,28.0,0.0,0.4166666666666667,0.5030685593198972,10,38
689,0.0,2244.0,68.0,34.0,0.0,-0.020951886854752806,34,68
690,20.0,1379.0,32.0,0.0,0.5555555555555556,0.6131008979898472,20,52
